"スキル項目コード","専門分野コード"
"S240040040","HI-070-010"
"S240040040","HI-100-010"
"S240040040","HU-050-010"
"S240040040","HU-070-010"
"S240040040","HU-080-010"
"S240040040","HU-090-010"
"S240040040","HE-070-010"
"S240040040","HE-080-010"
"S240040040","HS-020-010"
"S240040040","HS-030-030"
"S240040040","HS-040-010"
"S240040040","HS-050-010"
"S240040040","HF-010-050"
"S240040040","HF-020-030"
"S240040040","HF-020-050"
"S240040040","HF-030-030"
"S240040040","HF-030-040"
"S240040040","HF-030-060"
"S240040040","HF-040-020"
"S240040040","HF-040-030"
"S240040040","HN-010-030"
"S240040040","HN-020-030"
"S240040040","HP-010-020"
"S240040040","HP-010-030"
"S240040040","HP-010-040"
"S240040040","HP-010-050"
"S240040040","HP-010-060"
"S240040040","HP-010-070"
"S240040040","HP-010-080"
"S240040040","HP-010-090"
"S240040040","HP-010-100"
"S240040040","HP-010-110"
"S240040040","HP-010-120"
"S240040040","HP-010-130"
"S240040050","HI-060-010"
"S240040050","HI-060-020"
"S240040050","HI-060-030"
"S240040050","HI-060-040"
"S240040050","HI-060-050"
"S240040050","HI-060-060"
"S240040050","HI-070-010"
"S240040050","HI-100-010"
"S240040050","HU-050-010"
"S240040050","HU-070-010"
"S240040050","HU-080-010"
"S240040050","HU-090-010"
"S240040050","HE-070-010"
"S240040050","HE-070-020"
"S240040050","HE-080-010"
"S240040050","HS-020-010"
"S240040050","HS-030-030"
"S240040050","HS-040-010"
"S240040050","HS-050-010"
"S240040050","HF-010-050"
"S240040050","HF-020-030"
"S240040050","HF-020-050"
"S240040050","HF-030-030"
"S240040050","HF-030-040"
"S240040050","HF-030-060"
"S240040050","HF-040-020"
"S240040050","HF-040-030"
"S240040050","HN-010-030"
"S240040050","HN-020-030"
"S240040050","HP-010-010"
"S240040050","HP-010-020"
"S240040050","HP-010-030"
"S240040050","HP-010-040"
"S240040050","HP-010-050"
"S240040050","HP-010-060"
"S240040050","HP-010-090"
"S240040050","HP-010-100"
"S240040050","HP-010-110"
"S240040050","HP-010-130"
"S240040060","HI-060-010"
"S240040060","HI-060-020"
"S240040060","HI-060-030"
"S240040060","HI-060-040"
"S240040060","HI-060-050"
"S240040060","HI-060-060"
"S240040060","HI-070-010"
"S240040060","HI-100-010"
"S240040060","HU-050-010"
"S240040060","HU-070-010"
"S240040060","HU-080-010"
"S240040060","HU-090-010"
"S240040060","HE-070-010"
"S240040060","HE-080-010"
"S240040060","HS-020-010"
"S240040060","HS-030-030"
"S240040060","HS-040-010"
"S240040060","HS-050-010"
"S240040060","HF-010-050"
"S240040060","HF-020-030"
"S240040060","HF-020-050"
"S240040060","HF-030-030"
"S240040060","HF-030-040"
"S240040060","HF-030-060"
"S240040060","HF-040-020"
"S240040060","HF-040-030"
"S240040060","HN-010-030"
"S240040060","HN-020-030"
"S240040060","HP-010-020"
"S240040060","HP-010-030"
"S240040060","HP-010-040"
"S240040060","HP-010-050"
"S240040060","HP-010-060"
"S240040060","HP-010-090"
"S240040060","HP-010-100"
"S240040060","HP-010-110"
"S240040060","HP-010-130"
"S240040070","HI-060-010"
"S240040070","HI-060-020"
"S240040070","HI-060-030"
"S240040070","HI-060-040"
"S240040070","HI-060-050"
"S240040070","HI-060-060"
"S240040070","HI-070-010"
"S240040070","HI-100-010"
"S240040070","HU-050-010"
"S240040070","HU-070-010"
"S240040070","HU-080-010"
"S240040070","HU-090-010"
"S240040070","HE-070-010"
"S240040070","HE-070-020"
"S240040070","HE-080-010"
"S240040070","HS-020-010"
"S240040070","HS-030-030"
"S240040070","HS-040-010"
"S240040070","HS-050-010"
"S240040070","HF-010-050"
"S240040070","HF-020-030"
"S240040070","HF-020-050"
"S240040070","HF-030-030"
"S240040070","HF-030-040"
"S240040070","HF-030-060"
"S240040070","HF-040-020"
"S240040070","HF-040-030"
"S240040070","HN-010-030"
"S240040070","HN-020-030"
"S240040070","HP-010-020"
"S240040070","HP-010-030"
"S240040070","HP-010-040"
"S240040070","HP-010-050"
"S240040070","HP-010-060"
"S240040070","HP-010-090"
"S240040070","HP-010-100"
"S240040070","HP-010-110"
"S240040070","HP-010-130"
"S240040080","HI-060-010"
"S240040080","HI-060-020"
"S240040080","HI-060-030"
"S240040080","HI-060-040"
"S240040080","HI-060-050"
"S240040080","HI-060-060"
"S240040080","HI-070-010"
"S240040080","HI-100-010"
"S240040080","HU-050-010"
"S240040080","HU-070-010"
"S240040080","HU-080-010"
"S240040080","HU-090-010"
"S240040080","HE-070-010"
"S240040080","HE-080-010"
"S240040080","HS-020-010"
"S240040080","HS-030-030"
"S240040080","HS-040-010"
"S240040080","HS-050-010"
"S240040080","HF-010-050"
"S240040080","HF-020-030"
"S240040080","HF-020-050"
"S240040080","HF-030-030"
"S240040080","HF-030-040"
"S240040080","HF-030-060"
"S240040080","HF-040-020"
"S240040080","HF-040-030"
"S240040080","HN-010-030"
"S240040080","HN-020-030"
"S240040080","HP-010-010"
"S240040080","HP-010-020"
"S240040080","HP-010-030"
"S240040080","HP-010-040"
"S240040080","HP-010-050"
"S240040080","HP-010-060"
"S240040080","HP-010-090"
"S240040080","HP-010-100"
"S240040080","HP-010-110"
"S240040080","HP-010-120"
"S240040080","HP-010-130"
"S240040090","HI-060-010"
"S240040090","HI-060-020"
"S240040090","HI-060-030"
"S240040090","HI-060-040"
"S240040090","HI-060-050"
"S240040090","HI-060-060"
"S240040090","HI-070-010"
"S240040090","HI-100-010"
"S240040090","HU-050-010"
"S240040090","HU-070-010"
"S240040090","HU-080-010"
"S240040090","HU-090-010"
"S240040090","HE-070-010"
"S240040090","HE-080-010"
"S240040090","HS-020-010"
"S240040090","HS-030-030"
"S240040090","HS-040-010"
"S240040090","HS-050-010"
"S240040090","HF-010-050"
"S240040090","HF-020-030"
"S240040090","HF-020-050"
"S240040090","HF-030-030"
"S240040090","HF-030-040"
"S240040090","HF-030-060"
"S240040090","HF-040-020"
"S240040090","HF-040-030"
"S240040090","HN-010-030"
"S240040090","HN-020-030"
"S240040090","HP-010-010"
"S240040090","HP-010-020"
"S240040090","HP-010-030"
"S240040090","HP-010-040"
"S240040090","HP-010-050"
"S240040090","HP-010-060"
"S240040090","HP-010-090"
"S240040090","HP-010-100"
"S240040090","HP-010-110"
"S240040090","HP-010-130"
"S240040100","HI-060-010"
"S240040100","HI-060-020"
"S240040100","HI-060-030"
"S240040100","HI-060-040"
"S240040100","HI-060-050"
"S240040100","HI-060-060"
"S240040100","HI-070-010"
"S240040100","HI-100-010"
"S240040100","HU-070-010"
"S240040100","HU-080-010"
"S240040100","HU-090-010"
"S240040100","HU-120-010"
"S240040100","HE-070-010"
"S240040100","HE-080-010"
"S240040100","HS-030-020"
"S240040100","HS-030-030"
"S240040100","HS-050-010"
"S240040100","HF-010-050"
"S240040100","HF-020-030"
"S240040100","HF-020-050"
"S240040100","HF-030-030"
"S240040100","HF-030-040"
"S240040100","HF-030-060"
"S240040100","HF-040-020"
"S240040100","HF-040-030"
"S240040100","HN-010-030"
"S240040100","HN-020-030"
"S240040100","HP-010-030"
"S240040100","HP-010-040"
"S240040100","HP-010-050"
"S240040100","HP-010-060"
"S240040100","HP-010-090"
"S240040100","HP-010-100"
"S240040100","HP-010-110"
"S240040100","HP-010-130"
"S240050010","HN-030-020"
"S240050010","HN-030-030"
"S240050020","HN-030-020"
"S240050020","HN-030-030"
"S240050030","HN-030-020"
"S240050030","HN-030-030"
"S250010010","HI-070-010"
"S250010010","HU-070-010"
"S250010010","HE-020-010"
"S250010010","HE-020-020"
"S250010010","HE-040-010"
"S250010010","HE-050-010"
"S250010010","HE-060-010"
"S250010010","HE-070-010"
"S250010010","HE-080-010"
"S250010010","HE-100-010"
"S250010010","HF-020-030"
"S250010010","HF-030-030"
"S250010010","HN-020-030"
"S250010010","HN-030-030"
"S250010020","HI-070-010"
"S250010020","HU-070-010"
"S250010020","HE-020-010"
"S250010020","HE-020-020"
"S250010020","HE-040-010"
"S250010020","HE-050-010"
"S250010020","HE-060-010"
"S250010020","HE-070-010"
"S250010020","HE-080-010"
"S250010020","HE-100-010"
"S250010020","HF-020-030"
"S250010020","HF-030-030"
"S250010020","HN-020-030"
"S250010020","HN-030-030"
"S250010030","HI-070-010"
"S250010030","HE-070-010"
"S250010030","HE-080-010"
"S250010030","HE-100-010"
"S250010030","HF-020-030"
"S250010030","HF-030-030"
"S250010030","HN-020-030"
"S250010030","HN-030-030"
"S250010040","HI-070-010"
"S250010040","HU-070-010"
"S250010040","HE-020-010"
"S250010040","HE-020-020"
"S250010040","HE-040-010"
"S250010040","HE-050-010"
"S250010040","HE-060-010"
"S250010040","HE-070-010"
"S250010040","HE-080-010"
"S250010040","HE-100-010"
"S250010040","HF-020-030"
"S250010040","HF-030-030"
"S250010040","HN-020-030"
"S250010040","HN-030-030"
"S250020010","HI-070-010"
"S250020010","HU-070-010"
"S250020010","HE-070-010"
"S250020010","HE-080-010"
"S250020010","HF-020-030"
"S250020010","HF-030-030"
"S250020010","HN-020-030"
"S250020010","HN-030-030"
"S250030010","HI-070-010"
"S250030010","HU-070-010"
"S250030010","HE-020-010"
"S250030010","HE-020-020"
"S250030010","HE-040-010"
"S250030010","HE-050-010"
"S250030010","HE-060-010"
"S250030010","HE-070-010"
"S250030010","HE-080-010"
"S250030010","HE-100-010"
"S250030010","HF-020-030"
"S250030010","HF-030-030"
"S250030010","HN-020-030"
"S250030010","HN-030-030"
"S250050010","HI-070-010"
"S250050010","HU-070-010"
"S250050010","HE-020-010"
"S250050010","HE-020-020"
"S250050010","HE-040-010"
"S250050010","HE-050-010"
"S250050010","HE-060-010"
"S250050010","HE-070-010"
"S250050010","HE-080-010"
"S250050010","HE-100-010"
"S250050010","HF-020-030"
"S250050010","HF-030-030"
"S250050010","HN-020-030"
"S250050010","HN-030-030"
"S250050020","HI-070-010"
"S250050020","HU-070-010"
"S250050020","HE-020-010"
"S250050020","HE-020-020"
"S250050020","HE-040-010"
"S250050020","HE-050-010"
"S250050020","HE-060-010"
"S250050020","HE-070-010"
"S250050020","HE-080-010"
"S250050020","HE-100-010"
"S250050020","HF-020-030"
"S250050020","HF-030-030"
"S250050020","HN-020-030"
"S250050020","HN-030-030"
"S250080040","HI-070-010"
"S250080040","HU-070-010"
"S250080040","HE-070-010"
"S250080040","HE-080-010"
"S250080040","HE-100-010"
"S250080040","HF-020-030"
"S250080040","HF-030-030"
"S250080040","HN-020-030"
"S250080040","HN-030-030"
"S260020010","HI-090-010"
"S260020010","HI-090-020"
"S260020010","HI-100-010"
"S260020010","HU-090-010"
"S260020010","HU-100-010"
"S260020010","HF-010-050"
"S260020010","HF-030-040"
"S260020010","HF-030-060"
"S260020010","HF-040-020"
"S260020010","HF-040-030"
"S260020010","HN-010-030"
"S260020020","HI-090-010"
"S260020020","HI-090-020"
"S260020020","HI-100-010"
"S260020020","HU-090-010"
"S260020020","HU-100-010"
"S260020020","HF-010-050"
"S260020020","HF-030-040"
"S260020020","HF-030-060"
"S260020020","HF-040-020"
"S260020020","HF-040-030"
"S260020020","HN-010-030"
"S260020030","HI-090-010"
"S260020030","HI-090-020"
"S260020030","HI-100-010"
"S260020030","HU-090-010"
"S260020030","HU-100-010"
"S260020030","HF-010-050"
"S260020030","HF-030-040"
"S260020030","HF-030-060"
"S260020030","HF-040-020"
"S260020030","HF-040-030"
"S260020030","HN-010-030"
"S260020040","HI-090-010"
"S260020040","HI-090-020"
"S260020040","HU-090-010"
"S260020040","HF-030-040"
"S260020040","HF-040-020"
"S260020040","HF-040-030"
"S260020040","HN-010-030"
"S310010010","HI-010-010"
"S310010010","HI-020-010"
"S310010010","HI-030-010"
"S310010010","HI-090-010"
"S310010010","HI-090-030"
"S310010010","HI-110-010"
"S310010010","HU-010-010"
"S310010010","HE-010-010"
"S310010010","HS-030-020"
"S310010010","HS-060-010"
"S310010010","HF-010-010"
"S310010010","HF-010-020"
"S310010010","HF-020-010"
"S310010010","HF-030-010"
"S310010010","HF-030-020"
"S310010010","HF-040-010"
"S310010010","HN-010-010"
"S310010010","HN-010-020"
"S310010010","HN-030-010"
"S310010010","HP-010-010"
"S310010010","HP-010-130"
"S310010020","HI-010-010"
"S310010020","HI-020-010"
"S310010020","HI-030-010"
"S310010020","HI-090-010"
"S310010020","HI-090-030"
"S310010020","HI-110-010"
"S310010020","HU-010-010"
"S310010020","HE-010-010"
"S310010020","HS-030-020"
"S310010020","HS-060-010"
"S310010020","HF-010-010"
"S310010020","HF-010-020"
"S310010020","HF-020-010"
"S310010020","HF-030-010"
"S310010020","HF-030-020"
"S310010020","HF-040-010"
"S310010020","HN-010-010"
"S310010020","HN-010-020"
"S310010020","HN-030-010"
"S310010020","HP-010-010"
"S310010020","HP-010-130"
"S310010030","HI-010-010"
"S310010030","HI-020-010"
"S310010030","HI-030-010"
"S310010030","HI-090-010"
"S310010030","HI-090-030"
"S310010030","HI-110-010"
"S310010030","HU-010-010"
"S310010030","HE-010-010"
"S310010030","HS-030-020"
"S310010030","HS-060-010"
"S310010030","HF-010-010"
"S310010030","HF-010-020"
"S310010030","HF-020-010"
"S310010030","HF-030-010"
"S310010030","HF-030-020"
"S310010030","HF-040-010"
"S310010030","HN-010-010"
"S310010030","HN-010-020"
"S310010030","HN-030-010"
"S310010030","HP-010-010"
"S310010030","HP-010-130"
"S310010040","HI-010-010"
"S310010040","HI-020-010"
"S310010040","HI-030-010"
"S310010040","HI-090-010"
"S310010040","HI-090-030"
"S310010040","HI-110-010"
"S310010040","HU-010-010"
"S310010040","HE-010-010"
"S310010040","HS-030-020"
"S310010040","HS-060-010"
"S310010040","HF-010-010"
"S310010040","HF-010-020"
"S310010040","HF-020-010"
"S310010040","HF-030-010"
"S310010040","HF-030-020"
"S310010040","HF-040-010"
"S310010040","HN-010-010"
"S310010040","HN-010-020"
"S310010040","HP-010-010"
"S310010040","HP-010-130"
"S310010050","HI-010-010"
"S310010050","HI-020-010"
"S310010050","HI-030-010"
"S310010050","HI-090-010"
"S310010050","HI-090-030"
"S310010050","HI-110-010"
"S310010050","HU-010-010"
"S310010050","HE-010-010"
"S310010050","HS-030-020"
"S310010050","HS-060-010"
"S310010050","HF-010-010"
"S310010050","HF-010-020"
"S310010050","HF-020-010"
"S310010050","HF-030-010"
"S310010050","HF-030-020"
"S310010050","HF-040-010"
"S310010050","HN-010-010"
"S310010050","HN-010-020"
"S310010050","HP-010-010"
"S310010050","HP-010-130"
"S310020010","HI-020-010"
"S310020010","HI-030-010"
"S310020010","HI-090-030"
"S310020010","HU-010-010"
"S310020010","HF-010-010"
"S310020010","HF-010-020"
"S310020010","HF-020-010"
"S310020010","HF-030-010"
"S310020010","HF-030-020"
"S310020010","HF-040-010"
"S310020010","HN-010-010"
"S310020010","HP-010-010"
"S310020020","HI-020-010"
"S310020020","HI-030-010"
"S310020020","HI-100-010"
"S310020020","HU-010-010"
"S310020020","HU-090-010"
"S310020020","HS-030-020"
"S310020020","HF-010-010"
"S310020020","HF-010-020"
"S310020020","HF-020-010"
"S310020020","HF-030-010"
"S310020020","HF-030-020"
"S310020020","HF-030-040"
"S310020020","HF-040-010"
"S310020020","HF-040-020"
"S310020020","HF-040-030"
"S310020020","HN-010-010"
"S310020020","HN-010-030"
"S310020020","HP-010-010"
"S310020030","HI-020-010"
"S310020030","HI-030-010"
"S310020030","HU-010-010"
"S310020030","HF-010-010"
"S310020030","HF-010-020"
"S310020030","HF-030-010"
"S310020030","HF-030-020"
"S310020030","HN-010-010"
"S310020040","HP-010-010"
"S310020050","HI-030-010"
"S310020050","HI-040-010"
"S310020050","HI-100-010"
"S310020050","HU-090-010"
"S310020050","HU-110-010"
"S310020050","HS-010-010"
"S310020050","HS-020-010"
"S310020050","HS-030-010"
"S310020050","HS-030-020"
"S310020050","HS-030-030"
"S310020050","HS-050-010"
"S310020050","HS-060-010"
"S310020050","HF-010-030"
"S310020050","HF-010-050"
"S310020050","HF-030-040"
"S310020050","HF-030-060"
"S310020050","HF-040-010"
"S310020050","HF-040-020"
"S310020050","HF-040-030"
"S310020050","HN-010-020"
"S310020050","HN-010-030"
"S310020050","HP-010-010"
"S310020050","HP-010-030"
"S310020050","HP-010-060"
"S310020050","HP-010-090"
"S310020050","HP-010-100"
"S310020050","HP-010-130"
"S310020060","HI-010-010"
"S310020060","HI-030-010"
"S310020060","HI-040-010"
"S310020060","HI-110-010"
"S310020060","HU-010-010"
"S310020060","HU-020-010"
"S310020060","HU-040-010"
"S310020060","HE-010-010"
"S310020060","HS-010-010"
"S310020060","HF-010-010"
"S310020060","HF-010-020"
"S310020060","HF-010-030"
"S310020060","HF-020-010"
"S310020060","HF-020-020"
"S310020060","HF-030-010"
"S310020060","HF-030-020"
"S310020060","HF-040-010"
"S310020060","HN-010-010"
"S310020060","HN-010-020"
"S310020060","HN-010-030"
"S310020060","HP-010-010"
"S310020060","HP-010-020"
"S310030010","HI-040-010"
"S310030010","HI-060-010"
"S310030010","HI-060-020"
"S310030010","HI-060-030"
"S310030010","HI-060-040"
"S310030010","HI-060-050"
"S310030010","HI-060-060"
"S310030010","HI-070-010"
"S310030010","HU-070-010"
"S310030010","HU-080-010"
"S310030010","HU-120-020"
"S310030010","HU-120-030"
"S310030010","HU-120-050"
"S310030010","HE-070-010"
"S310030010","HE-080-010"
"S310030010","HS-020-010"
"S310030010","HS-030-020"
"S310030010","HS-050-010"
"S310030010","HF-010-030"
"S310030010","HF-010-050"
"S310030010","HF-020-020"
"S310030010","HF-020-030"
"S310030010","HF-020-050"
"S310030010","HF-030-020"
"S310030010","HF-030-030"
"S310030010","HF-030-060"
"S310030010","HF-040-010"
"S310030010","HF-040-030"
"S310030010","HN-010-030"
"S310030010","HN-020-030"
"S310030010","HN-030-020"
"S310030010","HN-030-030"
"S310030010","HP-010-010"
"S310030010","HP-010-020"
"S310030010","HP-010-030"
"S310030010","HP-010-050"
"S310030010","HP-010-060"
"S310030010","HP-010-070"
"S310030010","HP-010-080"
"S310030010","HP-010-090"
"S310030010","HP-010-110"
"S310030010","HP-010-120"
"S310030010","HP-010-130"
"S310030020","HU-120-030"
"S310030020","HS-050-010"
"S310030020","HF-010-050"
"S310030020","HF-030-060"
"S310030020","HF-040-030"
"S310030020","HP-010-010"
"S310030020","HP-010-020"
"S310030020","HP-010-030"
"S310030020","HP-010-050"
"S310030020","HP-010-060"
"S310030020","HP-010-070"
"S310030020","HP-010-080"
"S310030020","HP-010-090"
"S310030020","HP-010-110"
"S310030020","HP-010-120"
"S310030020","HP-010-130"
"S310030030","HU-120-020"
"S310030030","HU-120-030"
"S310030030","HU-120-050"
"S310030030","HS-030-020"
"S310030030","HS-050-010"
"S310030030","HF-010-050"
"S310030030","HF-030-060"
"S310030030","HF-040-030"
"S310030030","HP-010-030"
"S310030030","HP-010-120"
"S310030040","HI-020-010"
"S310030040","HU-040-010"
"S310030040","HU-120-020"
"S310030040","HU-120-040"
"S310030040","HU-120-050"
"S310030040","HS-030-020"
"S310030040","HS-050-010"
"S310030040","HP-010-030"
"S310030040","HP-010-120"
"S310030040","HP-010-130"
"S310030050","HI-040-010"
"S310030050","HI-100-010"
"S310030050","HU-050-010"
"S310030050","HU-090-010"
"S310030050","HE-090-010"
"S310030050","HS-020-010"
"S310030050","HS-040-010"
"S310030050","HF-010-010"
"S310030050","HF-010-030"
"S310030050","HF-030-010"
"S310030050","HN-030-010"
"S310030050","HN-030-020"
"S310030050","HP-010-010"
"S310030050","HP-010-020"
"S310030050","HP-010-030"
"S310030050","HP-010-090"
"S310030060","HI-040-010"
"S310030060","HE-090-010"
"S310030060","HS-020-010"
"S310030060","HS-040-010"
"S310030060","HF-010-010"
"S310030060","HF-010-030"
"S310030060","HF-020-030"
"S310030060","HF-020-050"
"S310030060","HF-030-010"
"S310030060","HF-030-030"
"S310030060","HF-030-040"
"S310030060","HF-040-020"
"S310030060","HF-040-030"
"S310030060","HN-010-030"
"S310030060","HN-030-010"
"S310030060","HN-030-020"
"S310030060","HP-010-010"
"S310030060","HP-010-020"
"S310030060","HP-010-030"
"S310030060","HP-010-090"
"S310030070","HI-040-010"
"S310030070","HI-100-010"
"S310030070","HU-050-010"
"S310030070","HU-090-010"
"S310030070","HS-020-010"
"S310030070","HS-040-010"
"S310030070","HF-010-010"
"S310030070","HF-010-030"
"S310030070","HF-020-030"
"S310030070","HF-020-050"
"S310030070","HF-030-010"
"S310030070","HF-030-030"
